timestamp,test-class,test-method,time,description,result
2021-06-03 21:03:07.27,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9784,"[5] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=null, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-03 21:03:16.722,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8552,"[6] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2010/10/20 12:00, ending_date=2010/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-03 21:03:26.854,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9556,"[7] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/21 12:00, ending_date=2022/10/20 12:00, workload=10.00, finished=false, privacy=true, execution_period=-24, manager_id=18",OK
2021-06-03 21:03:36.576,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9139,"[8] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/25 12:00, workload=100.00, finished=false, privacy=true, execution_period=120, manager_id=18",OK
2021-06-03 21:03:45.974,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8842,"[9] recordIndex=0, title=update1, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/20 15:00, workload=50.00, finished=true, privacy=false, execution_period=3, manager_id=18",OK
2021-06-03 21:03:54.548,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,7841,"[10] recordIndex=0, title=sexo sexo, description=Modificacion de task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-03 21:04:04.009,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,8847,"[11] recordIndex=0, title=update1, description=viagra cialis, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.00, finished=false, privacy=true, execution_period=24, manager_id=18",OK
2021-06-03 21:04:12.578,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,7737,"[12] recordIndex=0, title=decimales1, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.61, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-03 21:04:22.275,acme.testing.manager.task.ManagerTaskUpdateTest,updateTaskNegative,9039,"[13] recordIndex=0, title=decimales2, description=Creacion de nueva task 1, link=http://www.acme.com, start_date=2022/10/20 12:00, ending_date=2022/10/21 12:00, workload=10.111, finished=false, privacy=true, execution_period=24, manager_id=21",OK
2021-06-03 21:04:44.922,acme.testing.anonymous.shout.AnonymousShoutListTest,listShout,2459,"[1] recordIndex=0, moment=2021/06/01 12:30, author=Luke Skywalker, text=May the 4th be with you",OK
2021-06-03 21:05:08.338,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositiveShout,4760,"[1] recordIndex=1, moment=2021/06/10 10:30, author=BB8, text=Bip Bop Bip",OK
2021-06-03 21:05:11.971,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeShout,2948,"[1] recordIndex=2, moment=2021/05/10 10:30, author=null, text=I am your father",OK
2021-06-03 21:05:14.914,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeShout,2338,"[2] recordIndex=3, moment=2021/05/10 10:30, author=Kylo Ren, text=null",OK
2021-06-03 21:05:18.166,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeShout,2548,"[3] recordIndex=4, moment=2021/05/10 10:30, author=Kylo Ren, text=I am your cialis",OK
2021-06-03 21:05:40.313,acme.testing.anonymous.task.AnonymousTaskListTest,listTask,4099,"[1] recordIndex=0, title=Crear tests, description=Creación de tests para las funcionalidades implementadas, link=https://github.com/vicsorvaz/DP2-G50-Sprint3/issues/6, startDate=2021/04/03 10:00, endingDate=2021/04/06 12:00, workload=9.00, finished=false, privacy=false, executionPeriod=3200",OK
2021-06-03 21:06:12.63,acme.testing.SignUpTest,positiveSignUp,13378,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, phone=+1 (123) 456",OK
2021-06-03 21:06:25.122,acme.testing.SignUpTest,positiveSignUp,11594,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, phone=null",OK
2021-06-03 21:06:37.16,acme.testing.SignUpTest,positiveSignUp,11199,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, phone=+34 945552342",OK
2021-06-03 21:06:50.563,acme.testing.SignUpTest,positiveSignUp,12422,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, phone=+32 (1234) 56890",OK
2021-06-03 21:07:04.446,acme.testing.SignUpTest,positiveSignUp,12896,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, phone=+99 (99) 9999",OK
2021-06-03 21:07:16.613,acme.testing.SignUpTest,positiveSignUp,11062,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name, phone=null",OK
2021-06-03 21:07:27.635,acme.testing.SignUpTest,positiveSignUp,10144,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com, phone=+1 (123) 456789",OK
2021-06-03 21:07:39.457,acme.testing.SignUpTest,positiveSignUp,10825,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com, phone=+34 954552770",OK
2021-06-03 21:07:51.415,acme.testing.SignUpTest,positiveSignUp,11043,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com, phone=+41 (123) 123123",OK
2021-06-03 21:08:02.986,acme.testing.SignUpTest,positiveSignUp,10714,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de, phone=null",OK
2021-06-03 21:08:14.148,acme.testing.SignUpTest,positiveSignUp,10265,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com, phone=+1 (555) 676767",OK
2021-06-03 21:08:25.225,acme.testing.SignUpTest,positiveSignUp,10301,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com, phone=+34 567123",OK
